name,address1,cate_gories
Saint & Sinner,10863 Magnolia Blvd,"American (Traditional), Cocktail Bars, Tacos"
Thunderbolt,1263 W Temple St,Bars
Rosaline,8479 Melrose Ave,"Peruvian, Cocktail Bars"
LA Cha Cha Chá,812 E 3rd St,"Mexican, Cocktail Bars"
Bespoke Bar L.A.,2677 S La Cienega Blvd,Cocktail Bars
Atrium,1816 - A N Vermont Ave,"American (New), Cocktail Bars"
AOC,8700 W 3rd St,"Cocktail Bars, American (New), Tapas/Small Plates"
Black Market Liquor Bar,11915 Ventura Blvd,"American (New), Breakfast & Brunch, Cocktail Bars"
The Speakeasy,25 N Raymond Ave,Speakeasies
Bar Moruno,3705 Sunset Blvd,"Spanish, Tapas/Small Plates, Wine Bars"
The Dungeon,72 N Fair Oaks Ave,Cocktail Bars
Angel & Mason,264 S Mission Dr,"Beer Bar, Wine Bars"
Alley Lounge,12223 West Washington Blvd,"Cocktail Bars, Lounges, Tacos"
The Wolves,519 S Spring St,"Cocktail Bars, American (New)"
18 Social,899 Francisco St,"Lounges, Cocktail Bars"
Bar Mateo,580 Mateo St,Bars
Tesse,8500 W Sunset Blvd,"French, Breakfast & Brunch, Cocktail Bars"
The End ,4525 Calle Mayor,"American (New), Beer Bar, Cocktail Bars"
Bari,8422 W 3rd St,"Italian, Cocktail Bars, Tapas/Small Plates"
Hatchet Hall,12517 W Washington Blvd,"Cocktail Bars, American (Traditional), Wine Bars"
The Little Friend,822 Washington Blvd,Cocktail Bars
Meet in Paris,9727 Culver Blvd,"French, Breakfast & Brunch, Cocktail Bars"
Harlowe,7321 Santa Monica Blvd,"Cocktail Bars, French, Mediterranean"
Magnolia House,492 S Lake Ave,"Cocktail Bars, Coffee & Tea, American (Traditional)"
Steep,970 N Broadway,"Tea Rooms, Cocktail Bars"
The Henry,120 N Robertson Blvd,"American (New), Breakfast & Brunch, Cocktail Bars"
Lock & Key Social Drinkery + Kitchen,11033 Downey Ave,"Burgers, Cocktail Bars, Steakhouses"
El Prado,1805 W Sunset Blvd,Bars
Caló Kitchen + Tequila - El Segundo,2191 Rosecrans Ave,"Mexican, Breakfast & Brunch, Cocktail Bars"
The Draycott,15255 Palisades Village Ln,"British, Modern European, Cocktail Bars"
Intercrew,3330 Wilshire Blvd,"American (New), Lounges"
Hollywood Improv,8162 Melrose Ave,"Comedy Clubs, Venues & Event Spaces"
The Comedy Store,8433 W Sunset Blvd,"Comedy Clubs, Cocktail Bars"
Laugh Factory,8001 W Sunset Blvd,"Comedy Clubs, Performing Arts"
Nude Comedy LA,,"Comedy Clubs, Nudist, Performing Arts"
The Comedy Union,5040 W Pico Blvd,Comedy Clubs
Upright Citizens Brigade Theatre,5919 Franklin Ave,"Performing Arts, Comedy Clubs"
Haha Cafe Comedy Club,4712 Lankershim Blvd,Comedy Clubs
Chocolate Sundaes Comedy Show,8001 Sunset Blvd,Comedy Clubs
The Second City Hollywood,6560 Hollywood Blvd,"Performing Arts, Comedy Clubs, Specialty Schools"
The Groundlings,7307 Melrose Ave,Performing Arts
Flappers Comedy Club & Restaurant,102 E Magnolia Blvd,"Comedy Clubs, American (New)"
The Comedy & Magic Club,1018 Hermosa Ave,Comedy Clubs
The Comedy Chateau,4615 Lankershim Blvd,"Comedy Clubs, Restaurants"
The Hollywood Comedy,5871 Melrose Ave,Comedy Clubs
The Virgil,4519 Santa Monica Blvd,"Lounges, Dance Clubs, Comedy Clubs"
M.i.'s Westside Comedy Theater,1323-A 3rd St Promenade,"Comedy Clubs, Performing Arts"
The Lexington Bar,129 E 3rd St,"Music Venues, Bars, Comedy Clubs"
The Stand Up Comedy Club,9831 Belmont St,Comedy Clubs
Tao Comedy Studio,131 S Western Ave,Comedy Clubs
Greg Dean's Stand Up Comedy Classes,1211 4th St,"Performing Arts, Comedy Clubs"
The Crow,2525 Michigan Ave,Comedy Clubs
The Magic Castle,7001 Franklin Ave,"Performing Arts, American (New)"
The Fourth Wall,11674 Burbank Blvd,"Comedy Clubs, Performing Arts"
Cool Beans Comedy,24 N Mentor Ave,"Performing Arts, Specialty Schools, Team Building Activities"
Laugh Factory,151 S Pine Ave,Comedy Clubs
The Three Clubs,1123 Vine St,"Music Venues, Cocktail Bars, Comedy Clubs"
The Ice House,24 N Mentor Ave,"Comedy Clubs, Venues & Event Spaces"
The Nitecap,2200 W Burbank Blvd,Comedy Clubs
The Improv Trick,696 E Colorado,"Performing Arts, Comedy Clubs, Social Clubs"
LA Connection Comedy Theatre,3435 W Magnolia Blvd,"Comedy Clubs, Performing Arts"
Live At the Lounge,1014 Hermosa Ave,Music Venues
Largo at the Coronet,366 N La Cienega Blvd,"Music Venues, Comedy Clubs"
The Comedy Machine,6400 E 7th St,"Performing Arts, Comedy Clubs, Magicians"
The Elysian Theater,1944 Riverside Dr,"Comedy Clubs, Venues & Event Spaces, Performing Arts"
April's Fools,710 Pier Ave,Comedy Clubs
The Cupcake Theater,671 N Berendo St,"Comedy Clubs, Performing Arts, Music Venues"
The Rec Room,7227 Edinger Ave,"Comedy Clubs, Performing Arts, American (Traditional)"
Killer Yacht Club,4211 Admiralty Way,"Speakeasies, Jazz & Blues, Comedy Clubs"
The Clubhouse,1607 N Vermont Ave,Comedy Clubs
TRiPTease Burlesque,2101 Lincoln Blvd,Cabaret
Two Bit Circus,634 Mateo St,"Arcades, Amusement Parks"
Dynasty Typewriter at the Hayworth,2511 Wilshire Blvd,"Performing Arts, Comedy Clubs"
Tosh.0 Taping,3555 Hayden Ave,Studio Taping
Fourth Wall Comedy Cafe,5220 Hollywood Blvd,"Comedy Clubs, Themed Cafes"
The Lab At The Hollywood Improv,8156 Melrose Ave,"Performing Arts, Comedy Clubs"
Comedy Central Stage,6539 Santa Monica Blvd,"Performing Arts, Comedy Clubs"
Jetpack Comedy,7702 Santa Monica Blvd,Comedy Clubs
Scot Nery's Boobie Trap,6555 Hollywood Blvd,"Comedy Clubs, Performing Arts, Music Venues"
The Dollface Dames,1418 4th St,"Performing Arts, Cabaret"
Open Mic Spot,1625 Centinela Ave,Performing Arts
Comedy Central,,Comedy Clubs
The Stand-Up Workshop,10820 W Washington Blvd,"Performing Arts, Specialty Schools"
Grand Performances,350 S Grand Ave,"Performing Arts, Music Venues"
Improv for the People,10508 W Pico Blvd,"Performing Arts, Team Building Activities"
Whisky A Go-Go,8901 Sunset Blvd,Music Venues
Improv Trick,13500 Ventura Blvd,"Comedy Clubs, Performing Arts"
The Glendale Room,127 N Artsakh Ave,"Venues & Event Spaces, Comedy Clubs"
The Coffee Gallery Backstage,2029 Lake Ave,"Performing Arts, Music Venues, Venues & Event Spaces"
Off The Wall Social,7227 Edinger Ave,"Arcades, Cocktail Bars, Bowling"
Jimmy Kimmel Live,6838 Hollywood Blvd,Studio Taping
J.R.'s Comedy Club,25848 Tournament Rd,Comedy Clubs
The Setup,1123 Vine St,"Comedy Clubs, Performing Arts"
The Black Version,366 N La Cienega Blvd,"Comedy Clubs, Performing Arts"
Sal's Comedy Hole,7356 Melrose Ave,"Comedy Clubs, Cafes"
Orpheum Theatre,842 S Broadway,"Music Venues, Cinema"
The Improv Space,954 Gayley Ave,Comedy Clubs
ACME Comedy Hollywood,135 N La Brea Ave,"Performing Arts, Comedy Clubs"
Supernova Comedy,1716 Whitley Ave,Comedy Clubs
The Gardens Casino,11871 Carson St,"Casinos, Sports Bars, American (Traditional)"
Rebels Of Comedy,5303 Lankershim Blvd,Performing Arts
It's A Long Way Down,11417 Culver Blvd,Comedy Clubs
Santa Monica Playhouse,1211 4th St,Performing Arts
Commerce Casino,6131 E Telegraph Rd,"Casinos, Hotels, Lounges"
Vibrato Grill Jazz,2930 N Beverly Glen Cir,"Jazz & Blues, Cocktail Bars, Desserts"
YouTube Theater,1011 S Stadium Dr,"Performing Arts, Comedy Clubs, Music Venues"
Prokreation Productions,3729 Mayfield Ave,"DJs, Comedy Clubs"
Pretty Funny Women,,Performing Arts
The Comedy Office,7661 Melrose Ave,Comedy Clubs
FROLIC - Live Comedy,2609 N Hyperion Ave,Comedy Clubs
MagicIAN,7521 Edinger Ave,"Performing Arts, Magicians"
The Novo By Microsoft,800 W Olympic Blvd,Music Venues
Townhouse Cocktails,52 Windward Ave,"Music Venues, Cocktail Bars"
Gaslamp Restaurant & Bar,6251 E Pacific Coast Hwy,"Bars, Music Venues, American (New)"
The Auld Dubliner,71 S Pine Ave,"Irish, Music Venues, Irish Pub"
Bert's Back Room Comedy Mic,7815 Melrose Ave,Comedy Clubs
The Hayworth Theatre,2511 Wilshire Blvd,"Performing Arts, Cinema"
The Price is Right,7800 Beverly Blvd,Studio Taping
LA School of Comedy,10835 Santa Monica,"Performing Arts, Specialty Schools, Comedy Clubs"
Dennis McNeil at Live at the Lounge,1018 Hermosa Ave,"Music Venues, Cabaret, Performing Arts"
Held2gether: Improv for Life,4321 Atlantic Ave,"Performing Arts, Specialty Schools, Comedy Clubs"
UnCabaret,1714 N Vermont Ave,Performing Arts
Laughstub,2038 Armacost Ave,Comedy Clubs
Crashbar Improv,1727 N Vermont Ave,Comedy Clubs
Standup Comedy Class,,"Performing Arts, Specialty Schools"
The Super Serious Show,4519 Santa Monica Blvd,"Comedy Clubs, Performing Arts"
Mariscos Puerto Escondido,3740 Whittier Blvd,"Mexican, Seafood, Comedy Clubs"
Catalina Bar & Grill,6725 W Sunset Blvd,"Jazz & Blues, Bars, American (New)"
Encore Theatre Group,3555 Lomita Blvd,"Performing Arts, Special Education"
The Ruby,7518 Sunset Blvd,Comedy Clubs
Microsoft Theater,777 Chick Hearn Ct,"Music Venues, Venues & Event Spaces"
El Portal Theatre,5269 Lankershim Blvd,"Performing Arts, Cinema"
How To Break Up By Text,1107 N Kings Rd,"Comedy Clubs, Performing Arts"
Oh My Ribs! Entertainment,6468 Santa Monica Blvd,"Comedy Clubs, Performing Arts, Music Venues"
Golden Hour Comedy,Alibi Coffee Parking Lot,Comedy Clubs
Belly Laugh Productions,7667 Center Ave,"Performing Arts, Comedy Clubs"
The Peppermint Club,8713 Beverly Blvd,"Music Venues, Lounges"
Perry Kurtz,,Performing Arts
Permanent Records Roadhouse,1906 Cypress Ave,"Music Venues, Vinyl Records, Dive Bars"
Love Isn't Blind,2525 Michigan Ave,Comedy Clubs
Friars Club of Calif,9900 Santa Monica Blvd,Casinos
The Pack Theater,6470 St Monica Blvd,"Performing Arts, Specialty Schools"
Twisted Comedy,7356 Melrose Ave,Comedy Clubs
McCadden Place Theatre,1157 N McCadden Pl,"Performing Arts, Comedy Clubs, Music Venues"
Magician Stephen Wood,,"Magicians, Performing Arts"
Catalina Jazz Club,6725 Sunset Blvd,Jazz & Blues
CSz Los Angeles - Home of ComedySportz Los Angeles,5269 Lankershim Blvd,"Comedy Clubs, Performing Arts"
Irie Vibes ArtSpace,6563 Normandie Ave,Performing Arts
Impro Theatre,1727 N Vermont Ave,"Performing Arts, Specialty Schools, Comedy Clubs"
Festival of Philippine Arts & Culture,Point Fermin Park,Festivals
Hot Hands Player Lounge,2604 S Central Ave,"Comedy Clubs, Clowns, Magicians"
Trepany House at The Steve Allen Theater,4773 Hollywood Blvd,"Performing Arts, Comedy Clubs, Music Venues"
Super Artists,2910 Main St,
TMI Hollywood,6539 Santa Monica Blvd,"Performing Arts, Comedy Clubs"
Joel Ward Productions,10063 Riverside Dr,"Magicians, Comedy Clubs"
Juggler Matt Kiel,,"Performing Arts, Clowns, Party Characters"
Boston Court Pasadena,70 N Mentor Ave,"Performing Arts, Music Venues, Venues & Event Spaces"
Riley Magician,5405 Alton Pkwy,"Performing Arts, Magicians"
Directors Guild of America,7920 W Sunset Blvd,Cinema
The Comedy Institute,,Comedy Clubs
Saban Theatre,8440 Wilshire Blvd,"Performing Arts, Music Venues, Restaurants"
Los Angeles Performance Center,1404 3rd St Promenade,"Performing Arts, Nightlife, Art Schools"
Carlos Oscar,,"Arts & Entertainment, Comedy Clubs"
El Cid Restaurant,4212 W Sunset Blvd,"Music Venues, Spanish, Cinema"
Charles Phoenix,,Performing Arts
Live Nation,9348 Civic Center Dr,Performing Arts
Fries on the Side,,"Performing Arts, Comedy Clubs"
Laughing Stock Development,,"Performing Arts, Comedy Clubs"
Gardner Stage Theater,1501 North Gardner St,Performing Arts
Fillaseat,111 Main St,Ticket Sales
Jeff Hodge School of Comedy,,"Performing Arts, Specialty Schools"
Video Audition Uploads-Selftape Services,5115 Wilshire Blvd,"Video/Film Production, Performing Arts, Business Consulting"
Infinite Writing with Beth Lapides,7461 Beverly Blvd,"Performing Arts, Specialty Schools, Life Coach"
WHO'S the ROSS - Late Night Talk Show,4212 Sunset Blvd,"Performing Arts, Comedy Clubs"
Outside Dog Gets One Star,5419 W Sunset Blvd,Comedy Clubs
Tinseltown Squares,7377 W Santa Monica Blvd,"Country Dance Halls, Dance Clubs, Dance Schools"
Boys 'N Berries Square Dance Club,8150 Knott Ave,"Country Dance Halls, Dance Clubs, Dance Schools"
Exchange LA,618 S Spring St,"Dance Clubs, Venues & Event Spaces"
Freak City,6613 W Sunset Blvd,Dance Clubs
Avalon Hollywood,1735 N Vine St,"Dance Clubs, Music Venues, Venues & Event Spaces"
Bachata Dancing In Los Angeles,5332 Stevens Pl,Dance Clubs
La Cita,336 S Hill St,"Dance Clubs, Music Venues, Sports Bars"
Lindygroove,200 S Euclid Ave,Dance Clubs
Paris at Night,9229 Sunset Blvd,Dance Clubs
Rusty's Rhythm Club,8025 W Manchester Blvd,"Dance Clubs, Dance Studios"
No Jealousy,8117 Sunset Blvd,"Breakfast & Brunch, Dance Clubs, Lounges"
Bar Lubitsch,7702 Santa Monica Blvd,"Dance Clubs, Cocktail Bars"
The Mayan,1038 S Hill St,Music Venues
The Viper Room,8852 W Sunset Blvd,"Music Venues, Dance Clubs, Bars"
Latin Nights at Paladino's,6101 Reseda Blvd,"Dance Clubs, Bars, Venues & Event Spaces"
Palacio Latino Night Club,16416 S Figueroa St,"Bars, Dance Clubs, Karaoke"
Clifton's Republic,648 S Broadway,"Bars, Venues & Event Spaces, Dance Clubs"
The Green Horse Nightclub,1662 W Centinela Ave,"Dance Clubs, Cocktail Bars"
Bootie Mashup: LA,,"Dance Clubs, Music Venues"
Dragonfly Hollywood,6510 Santa Monica Blvd,Dance Clubs
Las Palmas Supper Club,8060 Florence Ave,"Bars, Dance Clubs"
Pharaoh Karaoke Lounge,3680 Wilshire Blvd,"Karaoke, Lounges"
Carbon,9300 Venice Blvd,Dance Clubs
Troubadour,9081 Santa Monica Blvd,Music Venues
Jewel Restaurant & Lounge,8823 Sunland Blvd,"Restaurants, Hookah Bars, Dance Clubs"
The Lash,117 Winston St,"Bars, Dance Clubs"
Catch One,4067 W Pico Blvd,Dance Clubs
La Casa Del Cuervo,8239 2nd St,"Dance Clubs, Bars"
Sevilla Nightclub of Long Beach,140 Pine Ave,"Lounges, Dance Clubs, Music Venues"
La Diosa Nightclub,215 N Brand Blvd,Dance Clubs
The Reserve,650 S Spring St,"Dance Clubs, Lounges, Venues & Event Spaces"
Harvelle's Blues Club,1432 4th St,"Music Venues, Bars"
The Granada LA,17 S 1st St,"Dance Clubs, Latin American, Dance Studios"
Salsa Dance LA,4420 Ensign Ave,"Dance Studios, Dance Clubs"
Bootsy Bellows,9229 W Sunset Blvd,Dance Clubs
La Sierra Nightclub,8632 Van Nuys Blvd,Dance Clubs
Giggles Night Club,215 N Brand Blvd,"Bars, Dance Clubs"
Circle Bar,2926 Main St,"Bars, Dance Clubs, Venues & Event Spaces"
Soulside Productions,5257 W Adams,"Music Venues, Dance Clubs"
Club Cobra,10937 Burbank Blvd,"Dance Clubs, Gay Bars"
Club Bounce,4700 Airport Plz Dr,"Dance Clubs, Lounges"
Club Mayan,1038 S Hill St,Dance Clubs
Club Vive,7230 Topanga Canyon Blvd,Dance Clubs
Elevation Bar & Lounge,5248 Van Nuys Blvd,Lounges
Sunset at EDITION,1090 North Doheny Dr,"Music Venues, Dance Clubs, Cocktail Bars"
Rock It Nightclub,14239 Hawthorne Blvd,Dance Clubs
Poppy,755 N La Cienega Blvd,"Bars, Dance Clubs"
Luxy Karaoke Lounge & Bar,400 S Baldwin Ave,"Karaoke, Bars"
Club db Lounge,8206 Firestone Blvd,Dance Clubs
The Edison,108 W 2nd St,"Cocktail Bars, Music Venues"
Seventy7 North,12514 Ventura Blvd,"Lounges, Cocktail Bars, Venues & Event Spaces"
Lido Restaurant,9100 Long Beach Blvd,"Dance Clubs, Mexican, Music Venues"
Penthouse Lounge & Nightclub,1347 S Atlantic Blvd,"Sports Bars, Lounges, Dance Clubs"
Akbar,4356 W Sunset Blvd,Gay Bars
Lit.LA,889 Via San Clemente,"Dance Clubs, Music Venues, Bars"
Echoplex,,"Music Venues, Bars, Dance Clubs"
Warwick,6507 W Sunset Blvd,"Lounges, Cocktail Bars"
Ibiza Nightclub,6901 Pacific Blvd,Dance Clubs
Los Globos,3040 W Sunset Blvd,"Dance Clubs, Music Venues"
The Continental Club,116 W 4th St,"Cocktail Bars, Lounges, Dance Clubs"
Broadway Bar,830 S Broadway,"Dance Clubs, Cocktail Bars"
Rain Bar & Lounge,12215 Ventura Blvd,"Dance Clubs, Lounges"
Mama Lion,601 S Western Ave,"Lounges, Cocktail Bars, American (New)"
Raspoutine,8623 Melrose Ave,"Dance Clubs, Bars"
La Brea Night Club,831 S La Brea Ave,Dance Clubs
El Malecon Nightclub,5201 Clark Ave,Dance Clubs
VLounge Bar & Night Club,6101 Reseda Blvd,"Bars, Dance Clubs, Music Venues"
The Savoy Entertainment Center,218 S La Brea Ave,Dance Clubs
El Kalua's Night Club,6927 Pacific Blvd,Dance Clubs
Overhill Community Center,4405 W Slauson Ave,Dance Clubs
Zebulon,2478 Fletcher Dr,"Music Venues, Cocktail Bars"
Iguanas Bar,8528 Rosemead Blvd,"Dance Clubs, Sports Bars"
Academy LA,6021 Hollywood Blvd,Dance Clubs
The Argyle,1600 Argyle Ave,Dance Clubs
The OffBeat Bar,6316 York Blvd,"Dive Bars, Karaoke, Venues & Event Spaces"
Skinny's Lounge,4923 Lankershim Blvd,"Lounges, Cocktail Bars"
The Dime,442 N Fairfax Ave,"Dive Bars, Dance Clubs"
The Other Door,10437 Burbank Blvd,Music Venues
La Zona Rosa,1010 E Cesar E Chavez Ave,Dance Clubs
La Mirage Restaurant & Night Club,17104 Pioneer Blvd,Dance Clubs
Nightingale Plaza,643 North La Cienega Blvd,"Dance Clubs, Venues & Event Spaces"
Southland Bar,23900 Crenshaw Blvd,"Sports Bars, Cocktail Bars"
OC Night Club,14190 Beach Blvd,Dance Clubs
Sunset Room,2029 S Hacienda Blvd,"Karaoke, American (Traditional), Cocktail Bars"
Panamerican Night Club,2601 W Temple St,Dance Clubs
Serra's Dine & Dance,12449 Ventura Blvd,"Dance Clubs, Music Venues, Mediterranean"
One666,1666 N Mccadden Pl,"Dance Clubs, Venues & Event Spaces, Music Venues"
At The Top,201 Pine Ave,"Music Venues, Venues & Event Spaces, Dance Clubs"
Club Illumination Radio,154 S Brand Blvd,Dance Clubs
Warlok,3100 Wilshire Blvd,"Dance Clubs, Music Venues, Cocktail Bars"
L A  Live,800 W Olympic Blvd,"Music Venues, Eatertainment"
QueenVee Entertainment,38 W Main St,"Party & Event Planning, Dance Clubs, Performing Arts"
99 Bottles & Cocktails,8901 Katella Ave,"Dance Clubs, Sports Bars, American (Traditional)"
Backstage Bar & Grill,10400 Culver Blvd,"Karaoke, Cocktail Bars, American (Traditional)"
The Conga Room,800 W Olympic Blvd,"Dance Clubs, Music Venues, Latin American"
The Mandrake Bar,2692 S La Cienega Blvd,"Lounges, Cocktail Bars"
Club 1984,3100 Wilshire Blvd,Dance Clubs
The Gaslite,2030 Wilshire Blvd,"Karaoke, Dance Clubs, Lounges"
Cowboy Palace Saloon,21635 Devonshire St,Dance Clubs
Alexanders Night Club,606 W Sepulveda Blvd,Music Venues
Bar Celona,38 E Colorado Blvd,"Tapas Bars, Lounges, Spanish"
The Grand Star Jazzclub,943 Sun Mun Way,"Venues & Event Spaces, Dance Clubs, Jazz & Blues"
Seventy7,3843 Main St,"Lounges, Cocktail Bars"
The Family Room,12705 S Main St,"Bars, Karaoke, Chicken Wings"
Canary,1301 5th St,"Cocktail Bars, Lounges"
La Boom,6611 S Alameda St,Dance Clubs
Mexico De Noche,10560 Magnolia Ave,"Dance Clubs, Bars, DJs"
The Brig,1515 Abbot Kinney Blvd,"Music Venues, Cocktail Bars"
Senator Jones,2020 Wilshire Blvd,Dance Clubs
The Fly Ball,943 N Broadway Ave,Dance Clubs
Old Towne Pub,66 N Fair Oaks Ave,Pubs
LAX Hookah Lounge,8711 La Tijera Blvd,Hookah Bars
Dream World Cirque,,"Arts & Entertainment, Dance Clubs, Fashion"
Totally 80's Bar & Grille,2512 W Orangethorpe Ave,"Bars, Dance Clubs, American (Traditional)"
Cafe Brass Monkey,659 S Mariposa Ave,"Karaoke, Dive Bars"
Manor On Vine,1718 Vine St,"Dance Clubs, Lounges"
Mambo,12613 Washington Blvd,"Dance Clubs, Performing Arts"
The Catwalk Club,698 Harlem Pl,"Dance Clubs, Bars, Music Venues"
The Chapel at The Abbey ,696 N Robertson Blvd,"Dance Clubs, Gay Bars, Music Venues"
Club Fun City,2331 S Hill St,"Dance Clubs, Lounges"
Hully Gully,9216 Alondra Blvd,"Dance Clubs, Bars, Music Venues"
The Anarchy Library,13250 Woodruff Ave,Dive Bars
The Mixx Pasadena,443 E Colorado Blvd,"American (New), Cocktail Bars, Music Venues"
New Wave Restaurant & Bar,17847 Lakewood Blvd,"American (Traditional), Bars, Dance Clubs"
The Canyon Santa Clarita,24201 Valencia Blvd,"Music Venues, Performing Arts"
Executive Suite,3428 E Pacific Coast Hwy,"Gay Bars, Dance Clubs, Karaoke"
A Mi Hacienda,9613 Whittier Blvd,"Mexican, Dance Clubs"
Third Saturday Swing,131 N Marengo Ave,"Dance Clubs, Dance Schools"
IX Tapa Cantina,119 E Colorado Blvd,"Mexican, Lounges, Music Venues"
The Epic Lounge,8239 2nd St,"Lounges, Karaoke"
Club Starlight,1224 S Broadway,"Dance Clubs, Karaoke"
Silver Platter,2700 W 7th St,"Dance Clubs, Pubs"
Coco Bongo,19655 Sherman Way,"Dance Clubs, Gay Bars"
Doheny Room,9077 Santa Monica Blvd,"Desserts, Cocktail Bars, American (New)"
The Lighthouse Cafe,30 Pier Ave,"Music Venues, Breakfast & Brunch, Cocktail Bars"
Cowboy Country Saloon,3321 E South St,"Dance Clubs, Bars, American (New)"
DH Lounge- Khmer Lounge And Bar,1810 E Anaheim St,"Dance Clubs, Music Venues, Karaoke"
Hamburger Mary's - Long Beach,330 Pine Ave,"Gay Bars, American (New), Cocktail Bars"
The Circle,8901 Warner Ave,"Music Venues, Dance Clubs"
Micky's West Hollywood,8857 Santa Monica Blvd,"Dance Clubs, Gay Bars, American (New)"
Crimsin,345 W 6th St,"Lounges, Dance Clubs"
Stache - West Hollywood,8941 Santa Monica Blvd,"American (New), Gay Bars"
Flux Bar,17817 Lakewood Blvd,"Gay Bars, Dance Clubs"
Leonardo's Night Club,6617 Wilson Ave,"Dance Clubs, Mexican"
The Desert Room,1006 W Gardena Blvd,Dive Bars
Basement Tavern,2640 Main St,"American (New), Lounges"
The Obscure Lounge,3626 Fruitland Ave,"Dance Clubs, Music Venues, Lounges"
Mmhmmm,8300 Sunset Blvd,"Bars, Dance Clubs, Music Venues"
The Mint,6010 W Pico Blvd,"Music Venues, Venues & Event Spaces, Comfort Food"
Ballet Hollywood,6623 Hollywood Blvd,"Dance Clubs, Bars"
Landing Strip,16451 Vanowen St,Dive Bars
The Dive Oyster Bar,5708 Rosemead Blvd,"Seafood, Cocktail Bars, Comfort Food"
